product_name,brands,nova_group,environmental_score_score,carbon_footprint_combined,nutrition_score_combined
Spaghettini à la Bolognaise,La Cuisine d'Océane,4.0,,358.0,1.0
Hachis Parmentier Pur Boeuf Bio,La Cuisine d'Océane,4.0,43.0,716.0,5.0
Moussaka et Légumes Grillés,La Cuisine d'Océane,4.0,-13.0,465.4,2.0
Saumon Beurre blanc & Riz de Camargue,La Cuisine d'Océane,4.0,,149.5,4.0
Poulet rôti et sa purée à l'Ancienne,La Cuisine d'Océane,4.0,26.0,127.4,3.0
Sauté  de Porc et Pommes de Terre à la Paysanne,La cuisine d'Océane,4.0,,229.4,4.0
Hachis Parmentier,Les Plats Express',4.0,11.0,716.0,3.0
Piémontaise,"Sans marque,BTI",4.0,44.0,503.2,3.0
Rillettes pur porc,"Normandie Délices Bio,Normandie Délices",3.0,57.0,726.68,20.0
Jambon de Paris découenné dégraissé,Leader Price,4.0,18.0,643.8,12.0
Epaule cuite standard decouénné degraissé,SCO,4.0,,481.0,18.0
Hot Dog - Saucisses cuites fumées,"Sans marque,S.C.O",4.0,32.0,192.4,29.0
Pâté de Lapin,Le Douesy,4.0,22.0,178.2,6.0
4 Saucisses cuites à griller épicée,Le Douesy,4.0,,481.0,30.0
Cervelas Melona x4 S/AT,Sans marque,4.0,17.0,584.6,21.0
Cappelletti au jambon cru,Boni,4.0,,74.0,6.0
"Pâtes Fraîches Les Succulents, Cappelletti Boeuf Légumes",Les Succulents Du Pere Andre,,55.0,358.0,3.0
Saucisses cocktails fumées,jean caby,4.0,8.0,355.2,21.0
L'originale,Jean Caby,4.0,8.0,355.2,21.0
Petit Boudin Blanc,Jean Caby,4.0,71.0,503.2,20.0
Boudins créole,Jean CABY,4.0,,421.8,17.0
Saucisses cocktail fumées,Sans marque,4.0,9.0,310.8,26.0
Saucisson cuit à l'ail,Caby,4.0,30.0,222.0,19.0
Saucisses de Strasbourg,Leader Price,4.0,18.0,481.0,22.0
Dés de jambon cuit standard,"Sans marque,LDS SAS",4.0,17.0,518.0,16.0
La Cocktail Légère (-30% de Mat. Gr.),Jean Caby,4.0,9.0,636.4,16.0
Jambon cuit choix découenné dégraissé,Sans marque,4.0,17.0,606.8,17.0
Saucisses de strasbourg,Tous Les Jours,4.0,3.0,481.0,23.0
La Cocktail saveur Bacon,Jean Caby,4.0,8.0,340.4,19.0
La Cocktail Légère (-30% M.G),Jean Caby,4.0,8.0,414.4,16.0
Cocktail Barbecue,Jean Caby,4.0,8.0,325.6,20.0
La p'tite chipolata,Jean Caby,4.0,8.0,725.2,21.0
La Ch'tite Knack,Jean Caby,4.0,32.0,518.0,21.0
La cocktail L'originale,Jean Caby,4.0,8.0,355.2,21.0
1919 Saucisses Cocktails pur Porc sauce Ketchup,Jean Caby,4.0,32.0,555.0,18.0
"L'originale, Cocktail ",Jean Caby,4.0,9.0,355.2,21.0
Saucisses Cocktail bacon Jean Caby,Jean Caby,4.0,3.0,355.2,19.0
6 Knacks savoureuses 100% pur porc L'Originale,Jean Caby,4.0,32.0,577.2,22.0
"20 Knacks Savoureuses ou Sirop d'Ananas, à vérifier",Jean Caby,4.0,28.0,577.2,21.0
American Saucisses,Jean Caby,4.0,32.0,555.0,20.0
Les saucisses cocktails au cumin,Jean caby,4.0,26.0,525.4,17.0
Exotique Créole Cocktail,Jean Caby,4.0,9.0,421.8,18.0
Saucisses cocktail fiesta Tex-Mex,"Jean Caby,Foxlease Food",4.0,9.0,355.2,20.0
La Française Les Mini Saucisses L'Originale,Jean Caby,4.0,31.0,725.2,21.0
Boudin blanc a la truffe d’été,Jean Caby,4.0,66.0,481.0,18.0
Epaule cuite choix bloc,"Sans marque,LDS",4.0,,599.4,18.0
Rillettes aux saumons atlantique en poche à dresser,Davigel,4.0,11.0,413.4,4.0
Rillettes de saumon,Guichard Perrachon,4.0,6.0,410.95,5.0
Knacks pur porc,Casino,4.0,4.0,532.8,19.0
Knacks Pur Porc,Casino,4.0,9.0,532.8,19.0
Véritables Rillettes du Mans,Casino,3.0,48.0,555.0,20.0
Véritables Rillettes du Mans,Casino,3.0,56.0,555.0,20.0
Cocktails mini saucisses de Strasbourg pur porc,Casino,4.0,4.0,532.8,19.0
Knacks Pur Porc,Casino,4.0,9.0,532.8,19.0
Palmiers,Casino,4.0,83.0,365.0,26.0
Chapelure,Casino,4.0,,275.0,12.0
Pommes noisettes sans huile de palme,Casino,4.0,81.0,255.0,6.0
Cocktails mini saucisses de Strasbourg pur porc,Casino,4.0,9.0,532.8,19.0
Pommes Noisettes,Casino,4.0,52.0,150.0,5.0
Frites spécial friteuse,Casino,4.0,81.0,100.0,1.0
Rillettes de canard,Casino,3.0,24.0,148.0,18.0
Viande des grisons,Casino,4.0,,2520.0,23.0
Poulet Basquaise et son Riz,Comme J'aime,4.0,51.0,120.54,0.0
Saucisson à l'ail pur porc nature,Casino,4.0,15.0,840.0,18.0
Quiche lorraine,Casino,4.0,29.0,76.96,13.0
2 Quiches Lorraines,Casino,4.0,29.0,104.34,11.0
Yaourt nature 0% mat. gr,Casino,3.0,99.0,220.0,0.0
Saucisson à l'ail pur porc fumé,Casino,4.0,7.0,710.4,20.0
Lardons Nature,Casino,4.0,2.0,945.0,21.0
Lardons fumés,Casino,4.0,16.0,945.0,21.0
Riz long grain,Casino,1.0,16.0,13.8,-2.0
Choucroute garnie au vin blanc 800g,Casino,4.0,64.0,48.1,6.0
CASSOULET,Casino,4.0,83.0,48.1,3.0
CASSOULET,Casino,4.0,88.0,48.1,3.0
Choucroute garnie au vin blanc,Casino,4.0,64.0,48.1,6.0
Pâté en croûte aux pistaches,Casino,4.0,12.0,189.98,16.0
Biscottes très pauvres en sel,Casino,4.0,80.0,4.7,2.0
Biscottes au froment 36 Tranches,Casino,3.0,89.0,4.5,11.0
Choucroute royale au vin blanc,Casino,4.0,54.0,99.9,6.0
Choucroute royale au vin blanc,Casino,4.0,54.0,99.9,6.0
Petit Salé aux lentilles,Casino,4.0,57.0,177.6,5.0
Petit salé aux lentilles,Casino,4.0,67.0,177.6,4.0
Cassoulet à la saucisse de Toulouse cuisiné à la graisse d'oie,Casino,4.0,83.0,62.9,2.0
Cassoulet à la saucisse de Toulouse cuisiné à la graisse d'oie,Casino,4.0,84.0,62.9,2.0
Cookies goût tout chocolat,Casino,4.0,52.0,305.0,24.0
Noir extra,Casino,4.0,26.0,180.0,26.0
Noir Dessert,Casino,4.0,54.0,230.0,24.0
Chocolat au lait familial 3x,Casino,4.0,48.0,655.0,32.0
Torsade à la carbonara,Casino,4.0,53.0,103.6,7.0
Petits pois cuisinés aux lardons avec carottes et oignons,Casino,4.0,84.0,55.5,2.0
Lentilles Carottes Lardons Oignons,Casino,4.0,75.0,22.2,7.0
Lait Écrémé,"Casino,Groupe Casino",1.0,70.0,175.0,-2.0
100% Pur Jus Orange Naturellement source de vitamine C,Casino,1.0,52.0,130.0,5.0
6 crêpes au jambon et à l'emmental surgelées,Casino,4.0,74.0,83.62,7.0
Biscottes au froment 100 Tranches,Casino,3.0,80.0,4.6,10.0
Blanc de poulet doré au four 4 tranches,Casino,4.0,20.0,431.2,3.0
"Pâté en croûte supérieur cocktail nature, pâte saindoux",Casino,4.0,3.0,213.12,17.0
Cabillaud 4 portions panées,Casino,3.0,15.0,425.0,1.0
Pizza Royale cuite au Feu de Bois,Casino,4.0,39.0,92.5,7.0
Crème aux œufs saveur vanille,Casino,4.0,,405.0,7.0
Lasagnes à la Bolognaise,Casino,4.0,66.0,429.6,3.0
"Lasagnes à la Bolognaise, Surgelées","Casino,Groupe Casino",4.0,34.0,501.2,4.0
Hachis Parmentier,Casino,4.0,14.0,730.32,3.0
Garniture pour Bouchées à la Reine,Casino,4.0,,65.0,8.0
Chips nature,Casino,3.0,68.0,5.8,11.0
Garniture pour Bouchées à la Reine,Casino,4.0,,71.5,7.0
6 mini Nems porc sauce Nuocmâm,"Casino Saveurs d'Ailleurs, Casino, Saveurs d'Ailleurs",3.0,56.0,95.46,8.0
4 NEMS AU PORC avec sauce nuocmâm,"Casino Saveurs d'Ailleurs,Groupe Casino, Saveurs d'Ailleurs",4.0,55.0,103.6,7.0
Porc au caramel et riz thaï,"Casino Saveurs d'Ailleurs, Casino",4.0,9.0,155.4,8.0
Assortiment asiatique avec sauces,"Casino Saveurs d'Ailleurs,Casino",4.0,40.0,1089.82,12.0
Blanc de Dinde Doré au four 4 Tranches,Casino,4.0,21.0,565.5,2.0
Val d'automne,Casino,4.0,72.0,1065.0,14.0
Riz long grain Camargue,Casino,,50.0,545.0,1.0
Miel de fleurs,Casino,,79.0,180.0,19.0
Moussaka aubergine - boeuf surgelée,Casino,4.0,,465.4,3.0
6 / 12 Oeufs frais,Casino,1.0,68.0,685.0,-1.0
10 pains au lait aux pépites de chocolat,Casino,4.0,74.0,325.0,14.0
Mousse de foie,Casino,4.0,,214.6,19.0
Tagliatelles à la Carbonara,Casino,4.0,57.0,81.4,7.0
Cordons Bleus de Dinde,"Casino,Groupe Casino",4.0,22.0,773.5,11.0
Poêlée Paysanne Pommes de terre - Oignons - Champignons - Lardons - Jambon fumé,Casino,4.0,,90.28,4.0
Blanquette de veau et son riz,Casino,4.0,13.0,594.5,4.0
Lapin aux deux moutardes et riz,Casino,4.0,21.0,202.5,0.0
"Assortiment de jambon sec, rosette et bacon fume",Casino,4.0,,185.0,27.0
Riz Cantonais,"Casino,Saveurs d'ailleurs",4.0,37.0,74.0,3.0
Hachis Parmentier,Casino,4.0,37.0,572.8,7.0
Poêlée à la parisienne,Casino,4.0,,66.6,-1.0
Dés de Jambon,Casino,4.0,12.0,636.4,14.0
Chili Con Carne,Casino,4.0,5.0,537.0,1.0
Cannelloni Pur Bœuf,Casino,4.0,40.0,468.98,3.0
Boudins blancs Nature,Casino,4.0,66.0,312.1,18.0
Pâté supérieur en croûte cocktail,Casino,4.0,-2.0,213.12,17.0
Sardines a l'huile de tournesol et au piment,Casino,3.0,31.0,370.0,1.0
Sardines a la sauce tomate,Casino,3.0,31.0,395.0,3.0
Sardines à l'huile d'olive vierge extra et au citron,Casino,3.0,31.0,345.0,2.0
Ravioli boeuf recette aux oeufs frais,Casino,4.0,82.0,859.2,4.0
RAVIOLI JAMBON CUIT Recette aux oeufs frais,Casino,4.0,60.0,114.7,10.0
Poêlée à la Landaise Pomme de terre,Casino,4.0,97.0,59.2,4.0
Cordons bleus de dinde,Casino,4.0,45.0,994.5,12.0
Pâte brisée,casino,4.0,41.0,345.0,18.0
Sardines à l'huile de tournesol,Casino,3.0,15.0,370.0,1.0
Blanc de Dinde 4 Tranches,Casino,4.0,19.0,565.5,3.0
Blanc de Dinde 2 Tranches,Casino,4.0,21.0,565.5,3.0
Blanc de poulet fines herbes,Casino,4.0,18.0,445.9,3.0
Sandwich Jambon beurre Pain de mie au son de blé,Casino,4.0,30.0,251.6,14.0
Sandwich Jambon Emmental Pain de mie complet,Casino,4.0,33.0,415.14,14.0
Chips à l'ancienne saveur moutarde,Casino,4.0,73.0,4.1,14.0
Hachis parmentier,Casino,4.0,14.0,1754.2,8.0
Paella au poulet et aux fruits de mer,Casino,4.0,37.0,103.88,6.0
Couscous poulet merguez,Casino,4.0,75.0,124.95,4.0
Knacks pur porc,Casino,4.0,4.0,532.8,19.0
Spaghetti bolognaise,Casino,4.0,29.0,182.58,2.0
Sardines a la sauce tomate,Casino,3.0,15.0,395.0,3.0
MAXI Poulet rôti - pain de mie complet,Casino,4.0,42.0,191.1,4.0
Pizza à pâte fine Jambon Fromage,Casino,4.0,45.0,110.26,13.0
Pizza à pâte fine lardons chêvre,Casino,4.0,36.0,113.96,12.0
Tartiflette,Casino,4.0,61.0,51.8,3.0
6 Cheeseburgers surgelés,Casino,4.0,20.0,1088.32,14.0
Poulet basquaise et son riz,Casino,4.0,23.0,127.4,2.0
Biscuits Matin Miel et Pépites de Chocolat,Casino,4.0,41.0,250.0,18.0
"Moussaka (Aubergine - Bœuf), Surgelée","Casino,Groupe Casino",4.0,19.0,465.4,2.0
Lasagnes saumon,Casino,4.0,43.0,84.5,3.0
6 Oeufs frais datés du jour de ponte Très Gros,Casino,,60.0,8.4,0.0
Tomates farcies et riz cuisiné à la tomate,Casino,4.0,55.0,275.84,3.0
Petit salé aux lentilles vertes,Casino,4.0,61.0,309.32,3.0
Jambon Emmental Baguette farinée,Casino,4.0,28.0,341.88,14.0
Blanquette de poulet riz à la crème,Casino,4.0,37.0,135.73,2.0
Râpé de Jambon fumé,Casino,4.0,17.0,666.0,14.0
Mini Knacks,Casino,4.0,29.0,835.0,17.0
Lardons Saumon Atlantique d'élevage fumé,Casino,3.0,10.0,630.5,24.0
Museau de Porc,Casino,4.0,,525.4,8.0
Pizza Fromages jambon cuite au feu de bois,Casino,4.0,44.0,64.38,12.0
Pizza Saumon cuite au feu de bois,Casino,4.0,56.0,55.0,12.0
Pizza Royale,Casino,4.0,39.0,59.2,5.0
"Huile d'olive vierge extra, extraite à froid",Casino,,40.0,276.0,0.0
Panés Dinde et Poulet Bolognaise,Casino,4.0,22.0,73.5,4.0
Compote allégée Pommes Abricots 30% de sucres en moins,Casino,3.0,80.0,1.7,-2.0
24 mini tartelettes surgelées,Casino,4.0,11.0,47.36,15.0
Rillettes de poulet rôti en marmite,Casino,3.0,19.0,426.3,16.0
Fromage Frais pur Chèvre,Casino,3.0,38.0,810.0,10.0
4 Paniers jambon emmental,Casino,4.0,,64.38,15.0
Emmental Français Est-Central IGP au lait cru (32 % MG) Grand Cru - label Rouge ,"Casino,Groupe Casino",3.0,57.0,1275.0,9.0
Saveurs d'Ailleurs - 6 Mini-Samossas au bœuf,Casino,4.0,-9.0,977.34,13.0
2 Steaks Hachés Pur Bœuf 5% MG,Casino,1.0,14.0,3580.0,5.0
Steaks Hachés 15% MG Pur Bœuf,,1.0,9.0,3580.0,5.0
Blanc de poulet à la méridionale,Casino,4.0,16.0,441.0,1.0
Blanquette de veau et son riz blanc,Casino,4.0,3.0,934.8,2.0
Gratin de macaroni au jambon 350g,Casino,4.0,58.0,79.18,4.0
Saumon à l'oseille et son riz cuisiné,Casino,4.0,,266.5,5.0
Chipolatas Supérieures,Casino,4.0,51.0,666.0,22.0
Chipolatas supérieures,Casino,4.0,51.0,666.0,22.0
Véritable Merguez,Casino,4.0,1.0,2291.2,20.0
Saucisses de Toulouse (x 4),"Casino,Groupe Casino",4.0,19.0,666.0,22.0
Chair à saucisse Pur Porc,Casino,4.0,8.0,666.0,18.0
Lasagnes bolognaise,Casino,4.0,47.0,393.8,4.0
Torti cuisson 3min,Casino,1.0,12.0,185.0,-3.0
Riz cantonais,Casino,4.0,32.0,44.4,3.0
Chips saveur barbecue,Casino,4.0,73.0,5.5,17.0
Rillette de saumon,Casino,4.0,11.0,338.0,3.0
Riz naturellement parfumé Thaï,Casino,1.0,17.0,585.0,-2.0
Pâte à pizza fine et ronde,Casino,4.0,73.0,365.0,12.0
Tartiflette,Casino,4.0,61.0,129.5,6.0
Torsade à la carbonara,Casino,4.0,79.0,103.6,7.0
Carpaccio de Saumon aux zestes de citron et à l'aneth,"Casino Délices,Casino",4.0,25.0,481.0,14.0
Le saumon coeur de filet,"Casino Délices,Casino, Délices",3.0,44.0,630.5,18.0
Emincés de saumon fumé à l'aneth et aux zestes de citron,"Casino Délices,Casino, Délices",3.0,10.0,572.0,18.0
Emincés de saumon fumé 5 baies,"Casino Délices, Casino",4.0,10.0,607.1,15.0
Pizza à pâte fine Chèvre-Lardons,Casino,4.0,36.0,79.18,12.0
Pizza à pâte fine Jambon Champignons,Casino,4.0,54.0,85.84,10.0
Steak haché 12℅ MG Façon bouchère Pur bœuf,Casino,1.0,14.0,3580.0,5.0
Steak Haché Façon Bouchère (Casino),Casino,,20.0,3580.0,5.0
Steaks hachés pur boeuf façon bouchère,"Casino bio,Casino",1.0,25.0,3580.0,8.0
Poulet au curry et riz basmati,"Casino Saveurs d'Ailleurs,Casino",4.0,28.0,147.0,2.0
Chips saveur poulet thym,Casino,4.0,73.0,340.0,15.0
Tortellini jambon cru recette aux oeufs frais,Casino,4.0,17.0,88.06,9.0
Rilllettes de Saumon au citron,Casino,4.0,6.0,422.5,1.0
Hachis parmentier pur boeuf,Casino,4.0,46.0,716.0,4.0
Cassoulet à la graisse de canard,Casino,4.0,81.0,111.0,2.0
Petit salé aux lentilles à la graisse de canard,Casino,4.0,57.0,222.0,1.0
Ravioli bolognaise CASINO,Casino,4.0,68.0,214.8,4.0
Boudins blancs aux morilles,Casino,4.0,80.0,303.4,18.0
Terrine de Saumon et saumon fumé,Casino,4.0,3.0,472.6,11.0
Steaks hachés pur boeuf,"Casino Bio,Casino",1.0,24.0,3580.0,6.0
Saucisses de Francfort,Casino,4.0,26.0,825.0,21.0
6 mini samossas poulet curry avec sauce aigre douce,"Casino,Saveurs d'Ailleurs",4.0,24.0,137.2,7.0
4 NEMS POULET sauce NuocMâm,"Casino Saveurs d'Ailleurs,Groupe Casino, Saveurs d'Ailleurs",3.0,30.0,66.15,5.0
Mortadelle aux pistaches,Casino,4.0,9.0,688.2,25.0
Sauce à l'Italienne,Casino,4.0,78.0,501.2,6.0
Sauce Bolognaise,Casino,3.0,35.0,501.2,-1.0
Sauce Bolognaise,Casino,4.0,41.0,501.2,2.0
Terrine de campagne aux cèpes,Casino,4.0,,621.6,21.0
Terrine de lapin au thym,Casino,4.0,42.0,162.0,16.0
Saveur pêche abricot à l'eau de source,Casino,4.0,,50.0,7.0
Quenelles lyonnaises nature,Casino,4.0,82.0,655.0,14.0
Sardines a l'huile d'olive vierge extra,Casino,3.0,15.0,340.0,2.0
Sardines a l'huile d'olive vierge extra,Casino,3.0,26.0,340.0,2.0
Coeur fondant chocolat noisette,casino,,,445.0,30.0
Couscous au poulet et merguez et ses petits légumes (2 portions),"Casino,Groupe Casino",4.0,62.0,2828.2,3.0
"Les Trios: saumon fumé, ciboulette - fromage frais, concombre - mimolette, salade / pain polaire",Casino,4.0,63.0,44.0,11.0
"les Trios: tomates, fromage de brebis - tomates, poivrons grillés - poulet rôti // pain de mie complet et graines de lin",Casino,4.0,,73.01,5.0
"les Trios Pain Complet - Jambon, Moutarde - Crudités - Emmental",Casino,4.0,33.0,119.14,11.0
Boulgour bio,"Casino Bio,Casino",1.0,99.0,185.0,-8.0
Couscous bio,"Casino Bio,Casino",3.0,91.0,200.0,0.0
Ravioli Bolognaise Sauce à la viande,Casino,4.0,60.0,537.0,4.0
Ravioli Bolognaise Sauce à la viande,Casino,4.0,57.0,537.0,4.0
Sandwich Baguette Poulet rôti Crudités,Casino,4.0,37.0,89.18,5.0
Oursons,Casino Famili,,47.0,365.0,25.0
Lasagnes aux 2 saumons et aux petits légumes,Casino,4.0,57.0,430.0,4.0
Couscous poulet merguez,Casino,4.0,76.0,124.95,2.0
Paella au poulet et aux fruits de mer,Casino,4.0,37.0,103.88,6.0
Blanc de poulet,Wassila,4.0,41.0,423.85,12.0
Jambon de dinde standard,Wassila,4.0,46.0,507.0,14.0
Mortadelle de dinde aux olives,Wassila,4.0,,364.0,18.0
Saucisses de Francfort Bio,"Casino Bio, Casino",3.0,55.0,680.8,16.0
Galettes au blé noir Jambon-Emmental,Casino,4.0,37.0,96.2,12.0
Gratin à la savoyarde,Casino,4.0,,754.8,6.0
Repas rapide - Bœuf boulgour,Casino,4.0,,2362.8,2.0
Lot de 3 pizzas royales surgelées,Casino,4.0,53.0,130.24,1.0
marshmallows,casino famili,3.0,68.0,365.0,19.0
Tarama Au saumon fumé,Casino,4.0,70.0,177.4,16.0
Volaille,Wassila,4.0,,344.5,19.0
Tartiflette au Reblochon de Savoie,Casino,4.0,83.0,74.0,8.0
Gratin dauphinois au jambon,Casino,4.0,99.0,615.0,5.0
Boules Miel,Casino Famili,4.0,29.0,265.0,16.0
4 nems au poulet menthe halal sauce nuoc mam,Wassila,3.0,29.0,58.8,8.0
Lasagnes au fromage de chèvre et aux épinards,Casino,4.0,48.0,485.0,5.0
"Pâté en croûte supérieur avec des morilles 1,3 %, pâte saindoux",Casino,4.0,-2.0,206.46,16.0
Pâté en croûte supérieur Label Rouge,Casino,4.0,12.0,213.86,20.0
Filet de Poulet tranché cuit au four,Casino,4.0,51.0,855.0,0.0
Limonade traditionnelle Délices Arôme naturel de citron citron vert,"Casino Délices,Casino, Délices",4.0,,125.0,8.0
6 mini nems poulet sauce Nuoc-mâm,"Casino Saveurs d'Ailleurs, Casino",4.0,32.0,59.29,11.0
Poêlée à l'espagnole surgelée,Casino,4.0,52.0,57.33,2.0
Pommes Dauphines,Casino,4.0,46.0,345.0,8.0
Sandwich Pain Viennois Maxi Poulet Tomate Oeuf,Casino,4.0,37.0,73.5,5.0
MAXI Jambon Tomate Emmental - pain de mie complet,Casino,4.0,33.0,148.0,11.0
Sandwich Jambon Emmental Tomate Pain Polaire Maxi,Casino,4.0,33.0,198.32,12.0
"8 feuilles de brick pour aumonières, samossas, cigares.",Casino,4.0,,510.0,18.0
Terrine de Campagne Bio,"Casino Bio, Casino",3.0,,673.4,19.0
Boulettes au boeuf,Wassila,4.0,,1825.8,12.0
Box Nouilles Asiatiques Poulet Legumes,Casino,4.0,,190.12,1.0
Festonate à la carbonara,Casino,4.0,,214.6,6.0
Jambon de Bayonne 9 mois d'affinage 6 tranches,Casino,3.0,17.0,1285.0,27.0
Bœuf Bourguignon et ses Tagliatelles,"Casino,Groupe Casino",4.0,-8.0,770.0,7.0
Semoule semi-complète Bio Casino,"Casino,Casino bio",1.0,,155.0,-1.0
"Pavé de lieu sauce citron riz et julienne de légumes (2,4 % MG)","Casino,Groupe Casino",4.0,,590.0,0.0
Quiche saumon bocolis,Casino,4.0,52.0,660.0,12.0
Poulet tikka massala et riz basmati,Casino,4.0,27.0,269.5,4.0
9 mini pizz' jambon fromage cuites au feu de bois.,Casino,4.0,,81.4,12.0
Riz & ble complet - nature,Casino,4.0,29.0,485.0,12.0
Riz & blé complet - Fruits rouges,Casino,4.0,29.0,560.0,10.0
Farine de blé fluide,Casino,1.0,83.0,165.0,0.0
Pyramides au chocolat,Casino Famili,4.0,39.0,335.0,15.0
Paëlla volaille fruits de mer,Casino,4.0,28.0,73.5,4.0
Miel liquide fleurs de France,Casino,2.0,77.0,95.0,19.0
Croque Monsieur,Casino,4.0,38.0,765.16,18.0
Sandwich TRIO Jambon beurre - pain de mie complet,Casino,4.0,30.0,267.14,16.0
Sauce bolognaise Pur boeuf halal,Wassila,4.0,19.0,644.4,2.0
Miel liquide Fleurs d'Oranger d'Espagne Doux & Fruité,Casino,2.0,91.0,120.0,19.0
Pizza à pâte fine jambon-emmental,Casino,4.0,68.0,834.72,12.0
Nuggets de dinde,Wassila,4.0,29.0,214.5,3.0
Cordons Bleus de Dinde,Wassila,4.0,23.0,201.5,11.0
8 nems poulet surgelés 2 sauces nuoc mam halal,Wassila,3.0,51.0,58.31,8.0
"Aiguillettes de poulet, sauce normande et son riz","Casino,Groupe Casino",4.0,37.0,495.0,4.0
Dés de dinde,Wassila,4.0,41.0,507.0,15.0
Sandwich Dinde sauce saveur kebab Halal Wassila,Wassila,4.0,57.0,69.55,10.0
Sandwich Poulet rôti,Wassila,4.0,45.0,75.46,10.0
Taboulé au Poulet Rôti,Casino,4.0,66.0,46.55,4.0
Blanc de poulet fumé au bois de hêtre 4 tranches,Casino,4.0,16.0,431.2,3.0
Taboulé au Poulet,Carrefour,4.0,,95.55,2.0
Coquillettes au Blé Complet,"Casino,Groupe Casino",1.0,,4.4,-5.0
JAMBON CHEDDAR Extra mie,Casino,4.0,41.0,153.18,15.0
Poulet Crudités,Casino,4.0,42.0,106.82,5.0
Terrine de Volaille à l'estragon et à la ciboulette,Casino,4.0,,344.5,14.0
2 Tartares de Saumon fumé - Ciboulette citron,"Casino Délices, Casino",3.0,10.0,508.75,12.0
Poêlée à la Franc-comtoise Pommes de terre - Comté - Saucisse - lard - Lardons,Casino,4.0,,29.6,5.0
Box Penne Bolognaise,Casino,4.0,,644.4,3.0
Blanquette de Veau à la crème fraiche et aux légumes,Casino,4.0,13.0,461.25,2.0
Spaghetti bolognaise,Casino,4.0,52.0,429.6,4.0
Tartiflette,Casino,4.0,69.0,51.8,5.0
Hachis parmentier Pur Bœuf,Casino BIO,4.0,32.0,716.0,5.0
Raviolis au boeuf bio,Casino,3.0,57.0,121.72,5.0
Sandwich Poulet Caesar - Sauce au fromage Italien,Casino,4.0,37.0,121.52,4.0
Blanc de Dinde fumé 4 tranches,Casino,4.0,15.0,565.5,3.0
"Wrap Jambon et fromage de brebis – Sauce au yaourt, Galette de blé aux graines de lin",Casino,4.0,,120.62,5.0
Wrap Poulet Sauce au fromage blanc et au fromage,Casino,4.0,41.0,117.6,5.0
Sandwich poulet rôti moutarde,Casino,4.0,37.0,146.02,5.0
Poulet à l'indienne mayonnaise allégée en matières grasses,Casino,4.0,39.0,195.02,5.0
4 Steaks hachés pur boeuf 15% MG,Casino,1.0,13.0,3580.0,7.0
2 Steaks hachés pur boeuf 15%MG,Casino,1.0,4.0,3580.0,7.0
4 steaks hachés pur boeuf façon bouchère,Casino,1.0,14.0,3580.0,6.0
10 Steaks Hachés pur boeuf 10% Mat.Gr.,Casino,1.0,4.0,3580.0,5.0
10 Steaks hachés pur boeuf 15% mat Gr,Casino,1.0,9.0,3580.0,7.0
Filet de poulet fumé au bois de hêtre,Casino,4.0,16.0,431.2,2.0
Salade de Pâtes Légumes et Poulet,Casino,4.0,27.0,55.86,4.0
10 Steaks hachés Pur boeuf - 5% Mat. Gr.,Casino,,18.0,3580.0,1.0
Pizza bolognaise cuite sur pierre,Casino,4.0,57.0,311.46,7.0
Plateau de mini nems 7 minis nems au porc 7 mini nems au poulet Sauce nuoc-mam,"Casino Saveurs d'Ailleurs, Casino",4.0,32.0,152.6,7.0
Galette jambon emmental mozzarella,Casino,4.0,,162.8,12.0
"Salade au poulet : pâtes, salade, œuf,émincés de poulet rôti",Casino,4.0,27.0,61.25,2.0
"Salade au jambon : pâtes, salade, oeuf, émincés de jambon",Casino,4.0,,122.84,4.0
Boudins blancs à la truffe d'été 1.1%,Casino,4.0,80.0,304.7,19.0
Le Subtil Saumon fumé élevé en Norvege label rouge,Casino Delices,3.0,10.0,633.75,15.0
Lardons de dinde fumés halal,Wassila,4.0,44.0,559.0,26.0
Blanc de poulet Braisé 4 tranches,Casino,4.0,15.0,431.2,3.0
Quiche lorraine pâte pur beurre,Casino,4.0,43.0,59.2,15.0
2 Quiches lorraines pâte brisée pur beurre,Casino,4.0,35.0,93.24,17.0
4 Steaks haché pur boeuf façon bouchère,Casino,1.0,9.0,3580.0,5.0
Gratin endives jambon surgelé,Casino,4.0,37.0,88.8,3.0
Lasagnes Bolognaise,Casino,4.0,67.0,537.0,3.0
Lasagnes Saumon Poireaux,Casino,4.0,47.0,61.35,4.0
Lasagnes Bolognaise,Casino,4.0,49.0,644.4,6.0
Cervelas supérieur,Casino,4.0,18.0,592.0,21.0
Hachis parmentier,Casino,4.0,33.0,733.9,4.0
Lasagnes à la bolognaise,Casino,4.0,45.0,429.6,4.0
Gratin de coquillettes jambon emmental,Casino,4.0,54.0,88.8,5.0
Gratin de ravioles champignons poulet rôti à la crème fraîche,Casino,4.0,54.0,49.0,11.0
Salade poulet emmental 100g avec vinaigrette,Casino,4.0,23.0,56.35,2.0
Moussaka Aubergine - Boeuf surgelée,Casino,4.0,19.0,465.4,2.0
Éminces de saumon fumé,"Casino Bio,Casino",3.0,44.0,631.8,16.0
Bagel saumon fumé concombre,Casino,4.0,58.0,113.3,7.0
Terrine de Sanglier,Casino,4.0,,236.8,18.0
Moussaka au bœuf et à l'agneau,CASINO SAVEURS D'AILLEURS,4.0,-9.0,250.6,16.0
Porc aux pruneaux et riz,Casino,4.0,,170.2,3.0
